Dates,Day Of Week,Load,Temp,Dew Point,Humidity,Cloud Cover
3/6/2015 10:00,6,2333,73,32,22,0
3/6/2015 13:00,6,2416,84,15,7,0
3/7/2015 0:00,7,1858,50,32,50,0
3/7/2015 3:00,7,1702,49,31,50,0
3/7/2015 15:00,7,2240,81,22,11,0
3/8/2015 9:00,1,1885,64,35,34,0
3/8/2015 16:00,1,2111,72,46,40,0
3/8/2015 17:00,1,2221,74,41,31,0
3/9/2015 10:00,2,2308,60,49,67,30
3/10/2015 3:00,3,1665,49,45,86,0
3/10/2015 8:00,3,2324,52,47,83,30
3/10/2015 15:00,3,2470,73,50,44,30
3/10/2015 22:00,3,2260,64,54,70,70
3/11/2015 9:00,4,2416,65,46,51,70
3/12/2015 10:00,5,2399,69,49,49,0
3/13/2015 8:00,6,2356,67,39,36,0
3/13/2015 11:00,6,2628,85,35,17,30
3/13/2015 12:00,6,2687,88,32,13,30
3/13/2015 15:00,6,2826,89,34,14,0
3/13/2015 22:00,6,2433,71,36,28,0
3/14/2015 7:00,7,1952,63,35,35,0
3/14/2015 9:00,7,2219,77,36,23,30
3/14/2015 21:00,7,2763,69,40,35,0
3/15/2015 2:00,1,1827,64,37,37,30
3/15/2015 10:00,1,2309,86,39,19,30
3/16/2015 8:00,2,2485,71,33,25,70
3/16/2015 11:00,2,2834,87,27,11,70
3/16/2015 12:00,2,2917,90,24,9,70
3/16/2015 15:00,2,3096,88,24,10,30
3/16/2015 20:00,2,2996,69,31,24,0
3/16/2015 22:00,2,2435,64,33,32,70
3/17/2015 7:00,3,2301,59,34,39,70
3/17/2015 21:00,3,2655,65,58,78,70
3/18/2015 2:00,4,1791,63,58,84,70
3/18/2015 19:00,4,2793,63,52,68,70
3/19/2015 1:00,5,1781,61,54,78,100
3/19/2015 8:00,5,2354,61,52,72,70
3/19/2015 11:00,5,2533,69,51,53,70
3/19/2015 12:00,5,2482,71,52,51,70
3/19/2015 20:00,5,2751,61,54,78,30
3/19/2015 22:00,5,2287,59,52,78,30
3/20/2015 7:00,6,2283,60,54,80,100
3/20/2015 21:00,6,2556,60,53,78,30
3/21/2015 2:00,7,1744,56,53,90,70
3/21/2015 6:00,7,1893,61,56,84,70
3/21/2015 14:00,7,2152,73,54,51,30
3/21/2015 19:00,7,2582,64,54,70,30
3/22/2015 1:00,1,1761,60,53,78,70
3/22/2015 5:00,1,1708,60,51,72,100
3/22/2015 11:00,1,2016,67,51,57,30
3/22/2015 12:00,1,2024,70,51,51,30
9/10/2014 23:00,4,2590,74,58,58,30
9/12/2014 1:00,6,2299,72,63,73,0
9/12/2014 3:00,6,2149,71,65,81,0
9/12/2014 4:00,6,2170,70,65,84,0
9/12/2014 10:00,6,3417,84,55,37,0
9/12/2014 21:00,6,3458,74,66,76,30
9/12/2014 22:00,6,3135,73,67,81,30
9/13/2014 15:00,7,4069,88,66,48,0
9/15/2014 0:00,2,2660,73,67,81,30
9/15/2014 1:00,2,2498,72,67,84,30
9/15/2014 3:00,2,2369,74,68,82,30
9/15/2014 4:00,2,2401,73,69,87,30
9/15/2014 22:00,2,3476,80,60,51,0
9/16/2014 5:00,3,2596,73,60,64,0
9/16/2014 15:00,3,4867,99,59,27,30
9/18/2014 0:00,5,2708,71,65,81,0
9/18/2014 1:00,5,2617,70,64,82,30
9/18/2014 2:00,5,2308,69,65,87,30
9/18/2014 4:00,5,2314,67,62,84,30
9/18/2014 16:00,5,3797,78,63,60,30
9/18/2014 22:00,5,2902,71,64,79,100
9/19/2014 5:00,6,2315,70,62,76,70
9/19/2014 7:00,6,2728,69,64,84,70
9/19/2014 15:00,6,3391,78,59,52,30
9/20/2014 13:00,7,2739,76,59,56,30
9/21/2014 0:00,1,2121,63,58,84,30
9/21/2014 2:00,1,1978,67,59,76,100
9/21/2014 6:00,1,2037,68,60,76,100
9/21/2014 16:00,1,2902,76,59,56,30
9/21/2014 22:00,1,2507,68,62,81,30
9/22/2014 5:00,2,2099,67,61,81,70
9/22/2014 7:00,2,2495,68,61,78,100
9/22/2014 11:00,2,2967,76,60,58,30
2/22/2015 20:00,1,2484,59,52,78,100
2/23/2015 5:00,2,1863,54,48,80,100
2/23/2015 10:00,2,2340,59,49,69,70
2/23/2015 15:00,2,2216,63,44,50,30
2/24/2015 13:00,3,2231,65,40,40,0
2/24/2015 16:00,3,2323,67,32,27,0
2/24/2015 19:00,3,2734,60,47,62,0
2/25/2015 9:00,4,2257,62,36,38,30
2/25/2015 12:00,4,2280,70,43,38,30
2/25/2015 14:00,4,2331,71,40,32,30
2/25/2015 20:00,4,2623,53,47,80,0
2/26/2015 2:00,5,1733,49,45,86,0
2/26/2015 5:00,5,1951,47,42,83,0
2/26/2015 8:00,5,2326,56,45,67,0
2/26/2015 15:00,5,2326,67,49,53,30
2/27/2015 1:00,6,1788,50,46,86,30
2/27/2015 4:00,6,1884,55,50,83,100
2/27/2015 13:00,6,2340,65,50,59,70
2/27/2015 16:00,6,2405,63,50,63,70
2/27/2015 19:00,6,2672,60,53,78,100
2/28/2015 20:00,7,2471,54,49,83,70
3/1/2015 2:00,1,1783,55,50,83,70
3/1/2015 8:00,1,2175,54,49,83,100
3/1/2015 15:00,1,2290,55,47,74,100
3/2/2015 1:00,2,1853,52,47,83,100
3/2/2015 4:00,2,1734,51,47,86,100
3/2/2015 7:00,2,2345,50,46,86,70
3/2/2015 13:00,2,2401,61,44,54,70
3/4/2015 2:00,4,1703,48,43,83,0
3/4/2015 8:00,4,2193,56,44,65,0
3/4/2015 15:00,4,2288,68,40,36,0
3/5/2015 1:00,5,1784,48,41,77,0
3/5/2015 3:00,5,1736,46,37,71,0
9/22/2014 14:00,2,3278,79,60,52,30
9/22/2014 15:00,2,3353,80,60,51,30
9/23/2014 13:00,3,3265,80,60,51,0
9/23/2014 17:00,3,3534,80,62,54,0
9/24/2014 0:00,4,2195,68,64,87,30
9/24/2014 2:00,4,2057,67,64,91,30
9/24/2014 6:00,4,2472,65,63,93,70
9/24/2014 16:00,4,3784,84,53,34,0
9/25/2014 5:00,5,2087,68,64,87,0
9/25/2014 7:00,5,2591,66,61,84,0
9/25/2014 8:00,5,2810,71,62,73,30
9/25/2014 11:00,5,3378,89,49,25,30
9/25/2014 14:00,5,3675,83,61,48,30
9/25/2014 18:00,5,3450,81,52,37,30
9/26/2014 13:00,6,3415,80,60,51,30
9/26/2014 17:00,6,3298,75,61,62,30
9/27/2014 6:00,7,2046,64,57,78,70
9/27/2014 16:00,7,2658,74,57,56,30
9/28/2014 7:00,1,1971,62,53,73,70
9/28/2014 8:00,1,2110,67,54,63,70
9/28/2014 9:00,1,2197,68,55,63,70
9/28/2014 11:00,1,2302,73,54,51,70
9/28/2014 12:00,1,2339,76,53,45,70
9/28/2014 14:00,1,2427,76,54,47,30
9/28/2014 18:00,1,2679,69,56,63,70
9/28/2014 19:00,1,2828,68,56,65,70
9/29/2014 13:00,2,2846,76,55,48,0
9/29/2014 17:00,2,2954,75,58,55,30
9/30/2014 23:00,3,2286,63,56,78,30
10/1/2014 8:00,4,2572,67,59,76,70
10/1/2014 9:00,4,2673,70,59,68,70
10/1/2014 11:00,4,2905,75,58,55,30
10/1/2014 12:00,4,2976,79,58,49,30
3/5/2015 4:00,5,1770,45,36,71,0
3/5/2015 7:00,5,2312,50,37,61,30
3/6/2015 22:00,6,2185,59,29,32,0
3/7/2015 8:00,7,1968,67,32,27,0
3/7/2015 18:00,7,2605,68,30,24,0
3/8/2015 1:00,1,1684,52,36,55,0
3/8/2015 3:00,1,1687,55,37,51,0
3/8/2015 4:00,1,1637,54,36,51,0
3/8/2015 7:00,1,1827,49,35,59,0
3/9/2015 22:00,2,2242,58,52,81,0
3/10/2015 0:00,3,1833,53,48,83,0
3/10/2015 18:00,3,2569,73,47,40,70
3/10/2015 21:00,3,2528,62,53,73,70
3/11/2015 3:00,4,1667,56,52,87,70
3/11/2015 7:00,4,2315,57,50,78,70
3/11/2015 17:00,4,2516,68,54,61,70
3/11/2015 23:00,4,2003,64,53,68,70
3/12/2015 22:00,5,2308,61,43,52,0
3/13/2015 0:00,6,1873,60,43,53,0
3/13/2015 18:00,6,2802,81,34,18,30
3/13/2015 21:00,6,2686,72,36,27,0
3/14/2015 17:00,7,2886,91,32,12,30
3/14/2015 23:00,7,2266,69,36,30,30
3/15/2015 22:00,1,2465,65,36,34,30
3/16/2015 0:00,2,2004,67,33,28,0
3/16/2015 18:00,2,2952,81,27,14,70
3/16/2015 21:00,2,2753,68,31,25,70
3/17/2015 6:00,3,2193,59,35,41,70
3/17/2015 9:00,3,2446,69,35,29,70
3/17/2015 11:00,3,2617,80,30,16,70
3/17/2015 12:00,3,2645,80,36,20,70
3/17/2015 14:00,3,2742,80,34,19,70
3/17/2015 17:00,3,2724,76,48,37,70
10/1/2014 14:00,4,3113,78,58,50,30
10/1/2014 18:00,4,3083,73,60,64,30
10/1/2014 19:00,4,3184,69,61,76,30
10/2/2014 20:00,5,3345,79,35,20,0
10/3/2014 23:00,6,2427,66,32,28,30
10/4/2014 8:00,7,2255,77,20,12,30
10/4/2014 9:00,7,2459,88,19,8,30
10/4/2014 12:00,7,3017,96,15,5,0
10/4/2014 18:00,7,3451,85,50,30,0
10/4/2014 19:00,7,3431,75,51,43,0
10/5/2014 10:00,1,2535,88,26,10,30
10/5/2014 20:00,1,3120,72,28,19,0
10/5/2014 21:00,1,2855,70,27,20,0
10/6/2014 23:00,2,2398,70,33,26,70
10/7/2014 9:00,3,2814,79,33,19,70
10/7/2014 12:00,3,3210,89,41,19,70
10/8/2014 3:00,4,1926,63,43,48,30
10/8/2014 10:00,4,2899,81,42,25,30
10/8/2014 20:00,4,3152,67,61,81,30
10/8/2014 21:00,4,2916,68,62,81,70
10/9/2014 23:00,5,2240,62,55,78,30
10/10/2014 9:00,6,2647,65,59,81,100
10/10/2014 19:00,6,3022,68,61,78,30
10/11/2014 4:00,7,1912,67,60,79,100
10/11/2014 10:00,7,2409,71,57,61,30
10/11/2014 20:00,7,2792,68,62,81,30
10/11/2014 21:00,7,2641,67,62,84,30
10/11/2014 22:00,7,2433,67,62,84,70
10/12/2014 23:00,1,2110,63,57,81,70
10/13/2014 9:00,2,2571,62,60,93,100
10/13/2014 19:00,2,3099,68,61,78,30
10/14/2014 0:00,3,2016,61,58,90,30
10/14/2014 4:00,3,1944,64,61,90,100
3/17/2015 23:00,3,2114,64,58,81,70
3/18/2015 5:00,4,1971,63,57,81,100
3/18/2015 10:00,4,2517,67,55,66,70
3/19/2015 0:00,5,1877,59,53,81,70
3/19/2015 16:00,5,2536,69,54,59,30
3/20/2015 6:00,6,2158,60,55,84,100
3/20/2015 9:00,6,2366,61,54,77,100
3/20/2015 11:00,6,2458,70,54,57,30
3/20/2015 12:00,6,2475,73,55,53,30
3/20/2015 14:00,6,2535,72,54,53,30
3/20/2015 20:00,6,2706,62,56,80,30
3/20/2015 23:00,6,2087,57,52,83,30
3/21/2015 5:00,7,1771,60,57,90,70
3/21/2015 10:00,7,2144,67,55,66,70
3/22/2015 16:00,1,2138,68,50,53,30
3/22/2015 19:00,1,2573,62,52,70,70
3/23/2015 6:00,2,2116,53,48,83,30
3/23/2015 9:00,2,2347,63,50,63,30
3/23/2015 11:00,2,2365,66,50,56,30
3/23/2015 12:00,2,2366,67,50,55,30
3/23/2015 14:00,2,2382,68,50,53,30
3/23/2015 20:00,2,2681,61,51,70,30
3/24/2015 5:00,3,1851,52,46,80,70
3/24/2015 10:00,3,2346,66,47,50,30
3/25/2015 13:00,4,2549,77,49,37,30
3/25/2015 16:00,4,2639,76,50,40,0
3/25/2015 19:00,4,2823,71,44,38,0
3/26/2015 9:00,5,2426,76,33,21,0
3/26/2015 11:00,5,2604,88,35,15,0
3/26/2015 12:00,5,2667,86,39,19,0
3/26/2015 14:00,5,2808,86,40,20,0
3/26/2015 20:00,5,2973,75,44,33,0
3/27/2015 2:00,6,1771,58,37,46,0
10/14/2014 10:00,3,2723,71,58,63,30
10/14/2014 21:00,3,2726,67,59,76,70
10/14/2014 22:00,3,2455,68,59,73,100
10/15/2014 23:00,4,2133,61,53,75,30
10/16/2014 9:00,5,2595,70,54,57,70
10/17/2014 0:00,6,2009,67,59,76,70
10/17/2014 1:00,6,1947,67,59,76,70
10/17/2014 2:00,6,1894,67,59,76,70
10/17/2014 3:00,6,1882,66,58,75,70
10/17/2014 4:00,6,1938,67,58,73,70
10/17/2014 16:00,6,2791,71,57,61,30
10/17/2014 21:00,6,2626,67,58,73,30
10/17/2014 22:00,6,2413,63,57,81,70
10/18/2014 23:00,7,2106,59,53,81,30
10/20/2014 0:00,2,1924,61,56,84,30
10/20/2014 1:00,2,1841,61,57,87,30
10/20/2014 2:00,2,1831,62,57,84,30
10/20/2014 3:00,2,1812,60,56,86,30
10/20/2014 6:00,2,2300,66,59,78,70
10/20/2014 16:00,2,2833,73,59,62,30
10/20/2014 21:00,2,2687,67,60,79,70
10/20/2014 22:00,2,2421,68,60,76,100
10/21/2014 15:00,3,2993,75,59,58,0
10/23/2014 0:00,5,2014,59,54,83,30
10/23/2014 1:00,5,1939,63,61,93,70
10/23/2014 2:00,5,1872,56,53,90,30
10/23/2014 3:00,5,1836,58,53,84,30
10/23/2014 6:00,5,2240,54,48,80,0
10/23/2014 16:00,5,2992,80,46,30,30
10/24/2014 5:00,6,1950,59,41,51,30
10/24/2014 14:00,6,3038,89,35,15,30
10/24/2014 15:00,6,3079,88,31,13,30
10/26/2014 1:00,1,1894,61,57,87,30
3/18/2015 15:00,4,2536,70,53,55,70
3/18/2015 22:00,4,2285,58,52,81,70
3/19/2015 4:00,5,1740,62,53,73,100
3/19/2015 7:00,5,2305,62,52,70,100
3/19/2015 18:00,5,2571,66,54,65,30
3/19/2015 19:00,5,2788,63,55,76,30
3/19/2015 21:00,5,2561,59,52,78,70
3/20/2015 1:00,6,1789,55,50,83,0
3/20/2015 17:00,6,2589,73,55,53,30
3/21/2015 8:00,7,2059,62,56,80,70
3/21/2015 15:00,7,2188,73,53,50,0
3/21/2015 22:00,7,2239,56,51,84,30
3/22/2015 0:00,1,1871,58,52,81,70
3/22/2015 3:00,1,1660,59,51,75,100
3/22/2015 4:00,1,1663,60,51,72,100
3/22/2015 7:00,1,1822,56,49,77,70
3/22/2015 18:00,1,2336,65,51,61,70
3/22/2015 21:00,1,2395,60,52,75,30
3/23/2015 17:00,2,2457,68,47,47,0
3/24/2015 8:00,3,2279,56,47,72,30
3/24/2015 15:00,3,2433,73,45,37,0
3/24/2015 22:00,3,2251,58,51,78,30
3/25/2015 0:00,4,1846,55,50,83,30
3/25/2015 3:00,4,1663,57,52,83,0
3/25/2015 4:00,4,1711,53,48,83,0
3/25/2015 7:00,4,2232,54,48,80,30
3/25/2015 18:00,4,2650,75,47,37,30
3/25/2015 21:00,4,2592,61,49,65,0
3/26/2015 6:00,5,2135,56,39,53,0
3/26/2015 17:00,5,2968,85,36,17,0
3/27/2015 8:00,6,2355,69,36,30,0
3/27/2015 10:00,6,2595,82,31,16,0
3/27/2015 22:00,6,2448,60,45,58,0
10/26/2014 2:00,1,1852,61,58,90,30
10/26/2014 6:00,1,1906,62,58,86,30
10/26/2014 16:00,1,2390,71,56,59,70
10/27/2014 5:00,2,1903,56,52,87,0
10/27/2014 7:00,2,2293,55,51,87,30
10/27/2014 8:00,2,2368,59,52,78,30
10/27/2014 14:00,2,2679,73,54,51,0
10/27/2014 15:00,2,2711,72,55,55,0
10/27/2014 18:00,2,2935,68,57,68,0
10/28/2014 13:00,3,2736,75,56,52,0
10/29/2014 6:00,4,2218,55,50,83,0
10/30/2014 5:00,5,1940,59,55,87,70
10/30/2014 7:00,5,2341,55,52,90,70
10/30/2014 8:00,5,2388,58,51,78,70
10/30/2014 11:00,5,2589,75,48,39,70
10/30/2014 12:00,5,2640,79,45,30,30
10/30/2014 14:00,5,2766,78,53,42,0
10/30/2014 15:00,5,2800,76,59,56,30
10/30/2014 18:00,5,2965,69,61,76,70
10/31/2014 13:00,6,2699,70,57,64,100
10/31/2014 17:00,6,2649,69,55,61,100
10/31/2014 20:00,6,2595,66,56,70,70
11/2/2014 5:00,1,1761,54,50,87,30
11/2/2014 7:00,1,1862,55,51,87,30
11/2/2014 8:00,1,1968,59,51,75,30
11/2/2014 11:00,1,2089,65,46,51,30
11/2/2014 12:00,1,2099,66,44,45,70
11/2/2014 18:00,1,2651,62,49,62,30
11/2/2014 19:00,1,2569,57,48,72,30
11/3/2014 10:00,2,2394,69,40,35,0
11/3/2014 13:00,2,2491,72,43,35,30
11/3/2014 17:00,2,2874,67,46,47,30
11/3/2014 20:00,2,2617,58,46,65,0
3/19/2015 5:00,5,1902,62,53,73,100
3/19/2015 15:00,5,2514,70,52,53,30
3/19/2015 17:00,5,2553,69,54,59,30
3/20/2015 13:00,6,2507,73,53,50,30
3/20/2015 16:00,6,2583,74,53,48,30
3/21/2015 0:00,7,1907,56,52,87,70
3/21/2015 18:00,7,2383,69,54,59,30
3/22/2015 8:00,1,1906,59,51,75,100
3/22/2015 15:00,1,2064,70,52,53,30
3/22/2015 17:00,1,2239,68,50,53,30
3/23/2015 7:00,2,2223,52,48,86,30
3/23/2015 10:00,2,2368,65,49,56,30
3/23/2015 13:00,2,2394,69,50,51,30
3/24/2015 0:00,3,1820,56,50,81,30
3/24/2015 18:00,3,2530,67,51,57,30
3/25/2015 8:00,4,2297,59,50,72,0
3/25/2015 9:00,4,2353,67,49,53,0
3/25/2015 11:00,4,2447,73,46,38,30
3/25/2015 12:00,4,2477,77,47,35,30
3/25/2015 15:00,4,2615,79,49,35,0
3/25/2015 17:00,4,2662,75,49,40,0
3/26/2015 7:00,5,2239,58,36,44,0
3/26/2015 10:00,5,2528,82,32,16,0
3/26/2015 13:00,5,2747,87,37,17,0
3/27/2015 0:00,6,1964,59,40,49,0
3/28/2015 8:00,7,2050,59,56,90,30
3/28/2015 9:00,7,2142,65,52,63,0
3/28/2015 11:00,7,2268,82,43,25,0
3/28/2015 12:00,7,2296,79,54,42,0
3/28/2015 20:00,7,2669,65,52,63,30
3/29/2015 7:00,1,1844,61,57,87,100
3/29/2015 10:00,1,2103,72,50,46,70
3/30/2015 19:00,2,2769,66,54,65,30
3/28/2015 0:00,7,1989,57,48,72,0
3/28/2015 3:00,7,1763,57,55,93,70
3/28/2015 4:00,7,1758,56,53,90,70
3/28/2015 7:00,7,1946,56,53,90,70
3/28/2015 18:00,7,2570,73,53,50,30
3/28/2015 21:00,7,2528,63,55,76,30
3/29/2015 6:00,1,1823,60,57,90,100
3/29/2015 9:00,1,2008,66,53,63,70
3/29/2015 14:00,1,2211,76,55,48,70
3/29/2015 17:00,1,2444,74,53,48,70
3/30/2015 5:00,2,1911,59,55,87,70
3/30/2015 10:00,2,2433,62,56,80,100
3/31/2015 0:00,3,1912,58,53,84,100
3/31/2015 3:00,3,1739,61,55,81,100
3/31/2015 23:00,3,1999,61,53,75,70
4/1/2015 6:00,4,2063,60,49,67,100
4/1/2015 9:00,4,2435,63,49,60,30
4/1/2015 14:00,4,2541,72,52,50,0
4/2/2015 5:00,5,1796,57,50,78,30
4/2/2015 10:00,5,2411,64,51,63,100
4/3/2015 23:00,6,2129,59,25,27,30
4/4/2015 6:00,7,1849,57,22,26,0
4/4/2015 9:00,7,2124,69,23,17,30
4/4/2015 14:00,7,2268,82,32,16,30
4/5/2015 5:00,1,1706,60,53,78,70
4/5/2015 10:00,1,1950,67,49,53,30
4/6/2015 11:00,2,2231,64,42,45,30
4/6/2015 12:00,2,2214,65,39,39,30
4/6/2015 13:00,2,2207,66,38,36,30
4/6/2015 23:00,2,1913,56,38,51,30
4/7/2015 9:00,3,2328,59,39,48,30
4/7/2015 14:00,3,2236,67,36,32,70
4/8/2015 2:00,4,1625,56,47,72,30
11/5/2014 7:00,4,2259,58,24,27,0
11/5/2014 8:00,4,2340,71,20,14,0
11/5/2014 9:00,4,2426,76,26,16,0
11/5/2014 11:00,4,2576,89,21,8,0
11/5/2014 12:00,4,2638,89,-1,3,0
11/5/2014 19:00,4,2849,68,23,18,0
11/6/2014 10:00,5,2692,87,11,6,0
11/6/2014 17:00,5,3094,80,24,13,0
11/6/2014 20:00,5,2743,65,28,25,0
11/7/2014 23:00,6,2035,65,28,25,0
11/8/2014 9:00,7,2264,83,25,12,0
11/8/2014 11:00,7,2464,86,25,11,0
11/8/2014 19:00,7,2711,62,38,41,0
11/9/2014 4:00,1,1688,57,45,64,0
11/9/2014 10:00,1,2121,77,42,29,30
11/9/2014 20:00,1,2547,64,58,81,70
11/10/2014 23:00,2,1753,64,50,60,100
11/11/2014 9:00,3,2466,66,48,52,100
11/11/2014 19:00,3,2774,65,53,66,70
11/12/2014 4:00,4,1770,63,53,70,100
11/12/2014 10:00,4,2522,66,50,56,70
11/12/2014 21:00,4,2420,56,49,77,30
11/12/2014 22:00,4,2174,56,49,77,70
11/13/2014 23:00,5,1961,62,54,75,100
11/14/2014 9:00,6,2454,66,57,73,70
11/15/2014 0:00,7,1831,56,52,87,30
11/15/2014 2:00,7,1743,59,54,83,70
11/15/2014 3:00,7,1720,59,54,83,70
11/15/2014 4:00,7,1697,59,53,81,70
11/15/2014 21:00,7,2337,60,51,72,70
11/15/2014 22:00,7,2155,58,51,78,70
11/16/2014 23:00,1,1878,52,34,50,0
11/18/2014 0:00,3,1802,53,20,27,30
3/19/2015 9:00,5,2408,63,52,68,30
3/19/2015 14:00,5,2491,70,52,53,30
3/20/2015 5:00,6,1886,58,54,87,100
3/20/2015 10:00,6,2415,66,55,68,30
3/21/2015 11:00,7,2143,69,55,61,30
3/21/2015 12:00,7,2142,72,54,53,30
3/21/2015 13:00,7,2138,72,54,53,0
3/21/2015 23:00,7,2035,58,52,81,30
3/22/2015 9:00,1,1966,61,51,70,30
3/22/2015 14:00,1,2033,70,52,53,30
3/23/2015 2:00,2,1661,55,50,83,30
3/23/2015 5:00,2,1857,54,49,83,30
3/23/2015 16:00,2,2416,68,48,49,30
3/24/2015 11:00,3,2362,70,47,44,30
3/24/2015 12:00,3,2374,72,46,40,30
3/24/2015 13:00,3,2398,73,45,37,30
3/24/2015 20:00,3,2707,62,53,73,0
3/24/2015 23:00,3,2006,58,51,78,30
3/26/2015 2:00,5,1718,62,48,60,0
3/26/2015 16:00,5,2957,87,35,16,0
3/26/2015 19:00,5,3025,79,41,26,0
3/27/2015 1:00,6,1842,60,38,44,0
3/27/2015 11:00,6,2693,85,30,14,0
3/27/2015 12:00,6,2797,88,35,15,0
3/27/2015 13:00,6,2897,90,30,12,0
3/27/2015 20:00,6,2880,67,47,49,0
3/28/2015 15:00,7,2430,77,52,42,30
3/29/2015 2:00,1,1786,56,51,84,70
3/29/2015 16:00,1,2376,78,47,33,70
3/29/2015 19:00,1,2660,67,56,68,70
3/30/2015 1:00,2,1774,55,49,80,70
3/30/2015 11:00,2,2470,68,56,65,30
3/30/2015 12:00,2,2501,71,54,55,30
3/25/2015 14:00,4,2588,82,45,27,0
3/25/2015 23:00,4,2054,59,46,62,30
3/26/2015 1:00,5,1781,60,48,65,0
3/26/2015 3:00,5,1694,58,45,62,0
3/26/2015 4:00,5,1731,58,44,60,0
3/26/2015 5:00,5,1885,55,41,59,0
3/27/2015 16:00,6,2987,84,43,24,0
3/28/2015 2:00,7,1807,59,56,90,70
3/28/2015 6:00,7,1916,57,54,90,70
3/28/2015 14:00,7,2371,78,54,43,0
3/28/2015 23:00,7,2102,60,53,78,70
3/29/2015 1:00,1,1809,57,48,72,30
3/29/2015 3:00,1,1755,56,49,77,70
3/29/2015 4:00,1,1750,58,55,90,100
3/29/2015 5:00,1,1786,59,56,90,100
3/30/2015 16:00,2,2663,74,51,45,0
3/31/2015 6:00,3,2147,59,55,87,100
3/31/2015 14:00,3,2419,74,53,48,0
3/31/2015 18:00,3,2451,67,54,63,30
4/1/2015 3:00,4,1641,60,51,72,70
4/1/2015 4:00,4,1706,61,51,70,70
4/1/2015 5:00,4,1813,60,50,70,100
4/1/2015 15:00,4,2563,70,52,53,0
4/1/2015 17:00,4,2479,69,51,53,30
4/2/2015 13:00,5,2458,72,47,41,70
4/2/2015 16:00,5,2443,69,49,49,70
4/3/2015 0:00,6,1908,56,48,75,30
4/3/2015 14:00,6,2565,83,41,23,30
4/3/2015 18:00,6,2632,80,21,11,70
4/4/2015 3:00,7,1725,56,24,29,0
4/4/2015 5:00,7,1776,58,22,25,0
4/4/2015 15:00,7,2275,81,40,23,30
4/4/2015 17:00,7,2349,75,39,27,30
4/5/2015 13:00,1,1855,69,46,44,30
4/5/2015 16:00,1,1888,67,47,49,30
4/6/2015 0:00,2,1741,56,46,70,30
4/6/2015 18:00,2,2355,61,38,43,30
4/7/2015 8:00,3,2215,58,38,48,30
4/7/2015 11:00,3,2307,61,36,39,30
4/7/2015 15:00,3,2200,65,37,36,70
4/7/2015 17:00,3,2285,65,38,37,30
4/8/2015 7:00,4,2144,51,44,77,30
4/8/2015 10:00,4,2285,61,41,48,30
4/8/2015 13:00,4,2282,66,36,33,30
4/9/2015 0:00,5,1860,52,41,66,30
4/10/2015 8:00,6,2258,59,48,67,30
4/10/2015 9:00,6,2339,61,46,58,30
4/10/2015 11:00,6,2290,67,45,45,30
4/10/2015 12:00,6,2283,69,45,42,30
4/10/2015 15:00,6,2283,67,45,45,30
4/10/2015 17:00,6,2355,64,45,50,30
4/11/2015 7:00,7,1864,49,42,77,30
4/11/2015 10:00,7,2047,66,43,43,30
4/12/2015 0:00,1,1834,54,48,80,0
4/12/2015 19:00,1,2509,66,53,63,0
4/12/2015 22:00,1,2167,58,51,78,0
4/13/2015 8:00,2,2252,60,53,78,70
4/13/2015 9:00,2,2290,64,54,70,30
4/13/2015 11:00,2,2473,73,51,46,30
4/13/2015 12:00,2,2440,75,54,48,0
4/13/2015 20:00,2,2684,61,54,78,30
4/14/2015 7:00,3,2306,62,51,67,100
4/14/2015 10:00,3,2448,69,49,49,30
4/15/2015 19:00,4,2728,68,44,42,0
4/15/2015 22:00,4,2320,61,49,65,0
4/16/2015 9:00,5,2383,73,33,23,0
4/16/2015 11:00,5,2481,79,22,12,0
4/16/2015 12:00,5,2504,80,17,9,0
4/16/2015 20:00,5,2752,64,20,18,0
4/16/2015 21:00,5,2565,61,22,22,0
4/17/2015 7:00,6,2221,56,19,24,0
4/17/2015 10:00,6,2431,76,13,9,0
4/18/2015 19:00,7,2540,69,47,45,0
4/18/2015 22:00,7,2280,59,52,78,30
4/19/2015 12:00,1,2075,73,51,46,0
4/19/2015 20:00,1,2551,63,53,70,30
4/19/2015 21:00,1,2393,61,52,72,30
4/20/2015 3:00,2,1657,61,51,70,100
4/20/2015 23:00,2,1998,61,48,63,100
4/21/2015 4:00,3,1727,61,47,60,70
4/21/2015 18:00,3,2453,67,46,47,70
4/22/2015 9:00,4,2432,60,52,75,100
4/22/2015 21:00,4,2515,60,50,70,70
4/23/2015 3:00,5,1722,58,50,75,70
4/23/2015 10:00,5,2501,65,48,54,100
4/24/2015 4:00,6,1730,60,54,80,100
4/24/2015 15:00,6,2380,66,50,56,70
4/25/2015 9:00,7,2144,62,51,67,70
4/25/2015 16:00,7,2188,65,51,61,100
4/25/2015 21:00,7,2346,61,53,75,70
4/26/2015 10:00,1,1979,64,49,58,30
4/27/2015 4:00,2,1688,54,47,77,0
4/27/2015 15:00,2,2570,81,34,18,0
4/27/2015 22:00,2,2293,70,39,32,0
4/28/2015 16:00,3,2864,81,45,28,0
4/28/2015 21:00,3,2698,65,51,61,0
4/29/2015 10:00,4,2628,82,42,24,30
4/30/2015 1:00,5,1872,59,43,56,30
4/30/2015 4:00,5,1791,58,43,58,30
3/27/2015 5:00,6,1905,60,34,38,0
3/27/2015 15:00,6,2998,90,29,11,0
